minutes,network_tcp_srtt_source,network_tcp_srtt_SRTT_cumulative,other_tcp_customersservice_customers_service,other_tcp_customersservice_source,other_tcp_visitsservice_visits_service,other_tcp_visitsservice_source
2080-11-30 13:07:15,CACHE_FILLING,3382.777451135395,,,0.0,CACHE_FILLING
2080-11-30 13:07:30,CACHE_FILLING,3485.9908994044167,,,0.0,CACHE_FILLING
2080-11-30 13:07:45,CACHE_FILLING,3393.2033381255856,,,0.0,CACHE_FILLING
2080-11-30 13:08:00,CACHE_FILLING,3496.6541056906626,,,0.0,CACHE_FILLING
2080-11-30 13:08:15,CACHE_FILLING,4044.76059295178,,,0.0,CACHE_FILLING
2080-11-30 13:08:30,CACHE_FILLING,4008.243174329318,,,0.0,CACHE_FILLING
2080-11-30 13:08:45,CACHE_FILLING,3972.982419308772,,,0.0,CACHE_FILLING
2080-11-30 13:09:00,CACHE_FILLING,4069.5714262949095,,,0.0,CACHE_FILLING
2080-11-30 13:09:15,CACHE_FILLING,4083.372784837656,,,0.0,CACHE_FILLING
2080-11-30 13:09:30,CACHE_FILLING,4301.256245948514,,,0.0,CACHE_FILLING
2080-11-30 13:09:45,CACHE_FILLING,4330.392524802351,,,0.0,CACHE_FILLING
2080-11-30 13:10:00,CACHE_FILLING,4332.712966445091,,,0.0,CACHE_FILLING
2080-11-30 13:10:15,CACHE_FILLING,4325.015925288514,,,0.0,CACHE_FILLING
