Time,connection_1,connection_2,connection_3
2025-05-19 23:23:30,,,,164
2025-05-19 23:23:45,,,,164
2025-05-19 23:24:00,,,,164
2025-05-19 23:24:15,,,,41
2025-05-19 23:24:30,,,,41
2025-05-19 23:24:45,,,,41
2025-05-19 23:25:00,,,,41
2025-05-19 23:25:15,,,,83
2025-05-19 23:25:30,,,,83
2025-05-19 23:25:45,,,,83
2025-05-19 23:26:00,,,,83
2025-05-19 23:26:15,,,,272
2025-05-19 23:26:30,,,,272
2025-05-19 23:26:45,,,,272
2025-05-19 23:27:00,,,,272
2025-05-19 23:27:15,,,,188
2025-05-19 23:27:30,,,,188
2025-05-19 23:27:45,,,,188
2025-05-19 23:28:00,,,,188
2025-05-19 23:28:15,,,,230
2025-05-19 23:28:30,,,,230
2025-05-19 23:28:45,,,,230
2025-05-19 23:29:00,,,,230
2025-05-19 23:29:15,,,,137
2025-05-19 23:29:30,,,,137
2025-05-19 23:29:45,,,,137
2025-05-19 23:30:00,,,,137
2025-05-19 23:30:15,,,,82
2025-05-19 23:30:30,,,,82
2025-05-19 23:30:45,,,,82
2025-05-19 23:31:00,,,,82
2025-05-19 23:31:15,,,,111
2025-05-19 23:31:30,,,,111
2025-05-19 23:31:45,,,,111
2025-05-19 23:32:00,,,,111
2025-05-19 23:32:15,,,,111
2025-05-19 23:32:30,,,,0
2025-05-19 23:32:45,,,,0
2025-05-19 23:33:00,,,,0
2025-05-19 23:33:15,,,,112
2025-05-19 23:33:30,,,,112
2025-05-19 23:33:45,,,,112
2025-05-19 23:34:00,,,,112
2025-05-19 23:34:15,,,,105
2025-05-19 23:34:30,,,,105
2025-05-19 23:34:45,,,,105
2025-05-19 23:35:00,,,,105
2025-05-19 23:35:15,,,,51
2025-05-19 23:35:30,,,,51
2025-05-19 23:35:45,,,,51
2025-05-19 23:36:00,,,,51
2025-05-19 23:36:15,,,,168
2025-05-19 23:36:30,,,,168
2025-05-19 23:36:45,,,,168
2025-05-19 23:37:00,,,,168
2025-05-19 23:37:15,,,,0
2025-05-19 23:37:30,,,,0
2025-05-19 23:37:45,,,,0
2025-05-19 23:38:00,,,,0
2025-05-19 23:38:15,,,,19
2025-05-19 23:38:30,,,,19
2025-05-19 23:38:45,,,,19
2025-05-19 23:39:00,,,,19
2025-05-19 23:39:15,,,0,44
2025-05-19 23:39:30,,,0,44
2025-05-19 23:39:45,,,0,44
2025-05-19 23:40:00,,,0,44
2025-05-19 23:40:15,,,0,39
2025-05-19 23:40:30,,,0,39
2025-05-19 23:40:45,,,0,39
2025-05-19 23:41:00,,,0,39
2025-05-19 23:41:15,,,0,166
2025-05-19 23:41:30,,,0,166
2025-05-19 23:41:45,,,0,166
2025-05-19 23:42:00,,,0,166
2025-05-19 23:42:15,,,0,18
2025-05-19 23:42:30,,,0,18
2025-05-19 23:42:45,,,0,18
2025-05-19 23:43:00,,,0,18
2025-05-19 23:43:15,,,0,0
2025-05-19 23:43:30,,,0,0
2025-05-19 23:43:45,,,0,0
2025-05-19 23:44:00,,,0,0
2025-05-19 23:44:15,,,,153
2025-05-19 23:44:30,,,,153
2025-05-19 23:44:45,,,,153
2025-05-19 23:45:00,,,,153
2025-05-19 23:45:15,,,0,661
2025-05-19 23:45:30,,,0,661
2025-05-19 23:45:45,,,0,661
2025-05-19 23:46:00,,,0,661
2025-05-19 23:46:15,,,0,366
2025-05-19 23:46:30,,,0,366
2025-05-19 23:46:45,,,0,366
2025-05-19 23:47:00,,,0,366
2025-05-19 23:47:15,,,0,188
2025-05-19 23:47:30,,,0,188
2025-05-19 23:47:45,,,0,188
2025-05-19 23:48:00,,,0,188
2025-05-19 23:48:15,,,0,233
2025-05-19 23:48:30,,,0,233
2025-05-19 23:48:45,,,0,233
2025-05-19 23:49:00,,,0,233
2025-05-19 23:49:15,,,0,47
2025-05-19 23:49:30,,,0,47
2025-05-19 23:49:45,,,0,47
2025-05-19 23:50:00,,,0,47
2025-05-19 23:50:15,,,,442
2025-05-19 23:50:30,,,,442
2025-05-19 23:50:45,,,,442
2025-05-19 23:51:00,,,,442
2025-05-19 23:51:15,,,,0
2025-05-19 23:51:30,,,,0
2025-05-19 23:51:45,,,,0
2025-05-19 23:52:00,,,,0
2025-05-19 23:52:15,,,,0
2025-05-19 23:52:30,,,,0
2025-05-19 23:52:45,,,,0
2025-05-19 23:53:00,,,,0
2025-05-19 23:53:15,,,,116
2025-05-19 23:53:30,,,,116
2025-05-19 23:53:45,,,,116
2025-05-19 23:54:00,,,,116
2025-05-19 23:54:15,,,,98
2025-05-19 23:54:30,,,,98
2025-05-19 23:54:45,,,,98
2025-05-19 23:55:00,,,,98
2025-05-19 23:55:15,,,,0
2025-05-19 23:55:30,,,,0
2025-05-19 23:55:45,,,,0
2025-05-19 23:56:00,,,,0
2025-05-19 23:56:15,,,,183
2025-05-19 23:56:30,,,,183
2025-05-19 23:56:45,,,,183
2025-05-19 23:57:00,,,,183
2025-05-19 23:57:15,,,18,0
2025-05-19 23:57:30,,,18,0
2025-05-19 23:57:45,,,18,0
2025-05-19 23:58:00,,,8,0
2025-05-19 23:58:15,,,6,101
2025-05-19 23:58:30,,,6,101
2025-05-19 23:58:45,,,6,101
2025-05-19 23:59:00,,,6,101
2025-05-19 23:59:15,,,6,122
2025-05-19 23:59:30,0,,6,122
2025-05-19 23:59:45,0,,6,122
2025-05-20 00:00:00,0,,6,122
2025-05-20 00:00:15,0,,6,760
2025-05-20 00:00:30,0,,6,760
2025-05-20 00:00:45,0,,6,760
2025-05-20 00:01:00,0,,6,760
2025-05-20 00:01:15,0,,6,92
2025-05-20 00:01:30,0,,6,92
2025-05-20 00:01:45,0,,6,92
2025-05-20 00:02:00,0,,6,92
2025-05-20 00:02:15,0,,6,71
2025-05-20 00:02:30,0,,6,71
2025-05-20 00:02:45,0,,6,71
2025-05-20 00:03:00,0,,6,71
2025-05-20 00:03:15,0,,,104
2025-05-20 00:03:30,0,,,104
2025-05-20 00:03:45,0,,,104
2025-05-20 00:04:00,0,,,104
2025-05-20 00:04:15,0,,,41
2025-05-20 00:04:30,,,,41
2025-05-20 00:04:45,,,,41
2025-05-20 00:05:00,,,,41
2025-05-20 00:05:15,,,,6
2025-05-20 00:05:30,,,,6
2025-05-20 00:05:45,,,,6
2025-05-20 00:06:00,,,,6
2025-05-20 00:06:15,,,,81
2025-05-20 00:06:30,,,,81
2025-05-20 00:06:45,,,,81
2025-05-20 00:07:00,,,,81
2025-05-20 00:07:15,,,,29
2025-05-20 00:07:30,,,,29
2025-05-20 00:07:45,,,,29
2025-05-20 00:08:00,,,,29
2025-05-20 00:08:15,,,,153
2025-05-20 00:08:30,,,,153
2025-05-20 00:08:45,,,,153
2025-05-20 00:09:00,,,,153
2025-05-20 00:09:15,,,,236
2025-05-20 00:09:30,,,,236
2025-05-20 00:09:45,,,,236
2025-05-20 00:10:00,,,,236
2025-05-20 00:10:15,,,,0
2025-05-20 00:10:30,,,,0
2025-05-20 00:10:45,,,,0
2025-05-20 00:11:00,,,,0
2025-05-20 00:11:15,,,,0
2025-05-20 00:11:30,,,,0
2025-05-20 00:11:45,,,,0
2025-05-20 00:12:00,,,,0
2025-05-20 00:12:15,,,,0
2025-05-20 00:12:30,,,,148
2025-05-20 00:12:45,,,,148
2025-05-20 00:13:00,,,,148
2025-05-20 00:13:15,,,,54
2025-05-20 00:13:30,,,,54
2025-05-20 00:13:45,,,,54
2025-05-20 00:14:00,,,,54
2025-05-20 00:14:15,,,,6
2025-05-20 00:14:30,,,,6
2025-05-20 00:14:45,,,,6
2025-05-20 00:15:00,,,,6
2025-05-20 00:15:15,,,,42
2025-05-20 00:15:30,,,,42
2025-05-20 00:15:45,,,,42
2025-05-20 00:16:00,,,,42
2025-05-20 00:16:15,,,,577
2025-05-20 00:16:30,,,,577
2025-05-20 00:16:45,,,,577
2025-05-20 00:17:00,,,,577
2025-05-20 00:17:15,,,,198
2025-05-20 00:17:30,,,,198
2025-05-20 00:17:45,,,,198
2025-05-20 00:18:00,,,,198
2025-05-20 00:18:15,,,,548
2025-05-20 00:18:30,,,,548
2025-05-20 00:18:45,,,,548
2025-05-20 00:19:00,,,,548
2025-05-20 00:19:15,,,,0
2025-05-20 00:19:30,,,,0
2025-05-20 00:19:45,,,,0
2025-05-20 00:20:00,,,,0
2025-05-20 00:20:15,,,0,195
2025-05-20 00:20:30,,,0,195
2025-05-20 00:20:45,,,0,195
2025-05-20 00:21:00,,,0,195
2025-05-20 00:21:15,,,0,513
2025-05-20 00:21:30,,,0,513
2025-05-20 00:21:45,,,0,513
2025-05-20 00:22:00,,,0,513
2025-05-20 00:22:15,,,0,56
2025-05-20 00:22:30,,,0,56
2025-05-20 00:22:45,,,0,56
2025-05-20 00:23:00,,,0,56
2025-05-20 00:23:15,,,14,331
2025-05-20 00:23:30,,,14,331
2025-05-20 00:23:45,,,14,331
2025-05-20 00:24:00,,,14,331
2025-05-20 00:24:15,,,2,24
2025-05-20 00:24:30,,,2,24
2025-05-20 00:24:45,,,2,24
2025-05-20 00:25:00,,,2,24
2025-05-20 00:25:15,,,0,0
2025-05-20 00:25:30,,,0,0
2025-05-20 00:25:45,,,0,0
2025-05-20 00:26:00,,,0,0
2025-05-20 00:26:15,,,0,92
2025-05-20 00:26:30,,,0,92
2025-05-20 00:26:45,,,0,92
2025-05-20 00:27:00,,,0,92
2025-05-20 00:27:15,,,0,58
2025-05-20 00:27:30,,,0,58
2025-05-20 00:27:45,,,0,58
2025-05-20 00:28:00,,,0,58
2025-05-20 00:28:15,,,0,58
2025-05-20 00:28:30,,,0,186
2025-05-20 00:28:45,,,0,186
2025-05-20 00:29:00,,,0,186
2025-05-20 00:29:15,,,0,0
2025-05-20 00:29:30,,,0,0
2025-05-20 00:29:45,,,0,0
2025-05-20 00:30:00,,,0,0
2025-05-20 00:30:15,,,0,155
2025-05-20 00:30:30,,,,155
2025-05-20 00:30:45,,,,155
2025-05-20 00:31:00,,,,155
2025-05-20 00:31:15,,,,70
2025-05-20 00:31:30,,,,70
2025-05-20 00:31:45,,,,70
2025-05-20 00:32:00,,,,70
2025-05-20 00:32:15,,,,0
2025-05-20 00:32:30,,,0,0
2025-05-20 00:32:45,,,0,0
2025-05-20 00:33:00,,,0,0
2025-05-20 00:33:15,,,0,193
2025-05-20 00:33:30,,,0,193
2025-05-20 00:33:45,,,0,193
2025-05-20 00:34:00,,,0,193
2025-05-20 00:34:15,,,0,565
2025-05-20 00:34:30,,,0,565
2025-05-20 00:34:45,,,0,565
2025-05-20 00:35:00,,,0,565
2025-05-20 00:35:15,,,0,0
2025-05-20 00:35:30,,,0,0
2025-05-20 00:35:45,,,0,0
2025-05-20 00:36:00,,,0,0
2025-05-20 00:36:15,,,0,181
2025-05-20 00:36:30,,,0,181
2025-05-20 00:36:45,,,0,181
2025-05-20 00:37:00,,,0,181
2025-05-20 00:37:15,,,0,90
2025-05-20 00:37:30,,,0,90
2025-05-20 00:37:45,,,0,90
2025-05-20 00:38:00,,,0,90
2025-05-20 00:38:15,,,0,106
2025-05-20 00:38:30,,,7,106
2025-05-20 00:38:45,,,7,106
2025-05-20 00:39:00,,,7,106
2025-05-20 00:39:15,,,7,94
2025-05-20 00:39:30,,,1,94
2025-05-20 00:39:45,,,1,94
2025-05-20 00:40:00,,,1,94
2025-05-20 00:40:15,,,1,235
2025-05-20 00:40:30,,,0,235
2025-05-20 00:40:45,,,0,235
2025-05-20 00:41:00,,,0,235
2025-05-20 00:41:15,,,0,0
2025-05-20 00:41:30,,,0,0
2025-05-20 00:41:45,,,0,0
2025-05-20 00:42:00,,,0,0
2025-05-20 00:42:15,,,0,0
2025-05-20 00:42:30,0,,0,0
2025-05-20 00:42:45,0,,0,0
2025-05-20 00:43:00,0,,0,0
2025-05-20 00:43:15,0,,0,0
2025-05-20 00:43:30,0,,0,0
2025-05-20 00:43:45,0,,0,0
2025-05-20 00:44:00,0,,0,0
2025-05-20 00:44:15,0,,0,64
2025-05-20 00:44:30,0,,0,64
2025-05-20 00:44:45,0,,0,64
2025-05-20 00:45:00,0,,0,64
2025-05-20 00:45:15,0,,0,0
2025-05-20 00:45:30,0,,,0
2025-05-20 00:45:45,0,,,0
2025-05-20 00:46:00,0,,,0
2025-05-20 00:46:15,0,,,178
2025-05-20 00:46:30,0,,,178
2025-05-20 00:46:45,0,,,178
2025-05-20 00:47:00,0,,,178
2025-05-20 00:47:15,0,,,0
2025-05-20 00:47:30,0,,,0
2025-05-20 00:47:45,0,,,0
2025-05-20 00:48:00,0,,,0
2025-05-20 00:48:15,0,,,0
2025-05-20 00:48:30,0,,,0
2025-05-20 00:48:45,0,,,0
2025-05-20 00:49:00,0,,,0
2025-05-20 00:49:15,0,,,0
2025-05-20 00:49:30,0,,,0
2025-05-20 00:49:45,0,,,0
2025-05-20 00:50:00,0,,,0
2025-05-20 00:50:15,0,,,0
2025-05-20 00:50:30,0,,,40
2025-05-20 00:50:45,0,,,40
2025-05-20 00:51:00,0,,,40
2025-05-20 00:51:15,0,,,6
2025-05-20 00:51:30,0,,,6
2025-05-20 00:51:45,0,,,6
2025-05-20 00:52:00,0,,,6
2025-05-20 00:52:15,0,,,51
2025-05-20 00:52:30,0,,,51
2025-05-20 00:52:45,0,,,51
2025-05-20 00:53:00,0,,,51
2025-05-20 00:53:15,0,,,0
2025-05-20 00:53:30,0,,0,0
2025-05-20 00:53:45,0,,0,0
2025-05-20 00:54:00,0,,0,0
2025-05-20 00:54:15,0,,0,0
2025-05-20 00:54:30,0,,0,0
2025-05-20 00:54:45,0,,0,0
2025-05-20 00:55:00,0,,0,0
2025-05-20 00:55:15,0,,0,37
2025-05-20 00:55:30,0,,0,37
2025-05-20 00:55:45,0,,0,37
2025-05-20 00:56:00,0,,0,37
2025-05-20 00:56:15,0,,0,18
2025-05-20 00:56:30,0,,0,18
2025-05-20 00:56:45,0,,0,18
2025-05-20 00:57:00,0,,0,18
2025-05-20 00:57:15,0,,0,18
2025-05-20 00:57:30,0,,0,12
2025-05-20 00:57:45,0,,0,12
2025-05-20 00:58:00,0,,0,12
2025-05-20 00:58:15,0,,0,12
2025-05-20 00:58:30,0,,,6
2025-05-20 00:58:45,0,,,6
2025-05-20 00:59:00,0,,,6
2025-05-20 00:59:15,0,,,24
2025-05-20 00:59:30,0,,0,24
2025-05-20 00:59:45,0,,0,24
2025-05-20 01:00:00,0,,0,24
2025-05-20 01:00:15,0,,0,0
2025-05-20 01:00:30,0,,0,0
2025-05-20 01:00:45,0,,0,0
2025-05-20 01:01:00,0,,0,0
2025-05-20 01:01:15,0,,0,0
2025-05-20 01:01:30,0,,0,0
2025-05-20 01:01:45,0,,0,0
2025-05-20 01:02:00,0,,0,0
2025-05-20 01:02:15,0,,0,0
2025-05-20 01:02:30,0,,0,0
2025-05-20 01:02:45,0,,0,0
2025-05-20 01:03:00,0,,0,0
2025-05-20 01:03:15,0,,0,0
2025-05-20 01:03:30,0,,0,0
2025-05-20 01:03:45,0,,0,0
2025-05-20 01:04:00,0,,0,0
2025-05-20 01:04:15,0,,0,0
2025-05-20 01:04:30,0,,0,0
2025-05-20 01:04:45,0,,0,0
2025-05-20 01:05:00,0,,0,0
2025-05-20 01:05:15,0,,0,0
2025-05-20 01:05:30,0,,,0
2025-05-20 01:05:45,0,,,0
2025-05-20 01:06:00,0,,,0
2025-05-20 01:06:15,0,,,0
2025-05-20 01:06:30,0,,,0
2025-05-20 01:06:45,0,,,0
