readbytes_read_bytes_cumulative,writebytes_write_bytes_cumulative
16800282812,11959758710
16831557486,12040052975
16848648250,12180226773
16841327064,12188656858
16744915861,12114748820
16743748524,12093753453
16851911988,11974320435
16857758123,11981586115
16969193728,12120161026
17018506985,12169796063
17228283707,12320954676
17379789715,12281682882
17368467699,11989583239
17356147410,11926703495
16932659375,11691261725
16875095620,11679397959
17165797004,11856601775
17205289912,11868395744
17447457178,12069531463
17619238669,12147578829
17547806454,12144969399
17502817309,12149548620
17049302027,12124291575
16974409012,12118056676
16970600412,12179405437
17052131854,12218895966
17174982856,12316042027
17083150987,12349753682
17141274428,12423622170
17117312097,12430893084
16974224789,12381995157
16913253499,12256630487
16917722309,11997983087
16861059852,11893790506
16392259704,11618113257
16316858586,11612446718
16464560437,11705874532
16483606738,11780238065
16872682443,12154082688
17040214925,12307749513
17626550005,12536774366
17740963570,12562045781
17791610826,12571618234
17812266574,12469420955
17777424327,12338315349
17729683425,12327751427
17586453001,12297097516
17565406190,12311303709
17595740115,12336808073
17565153591,12340327316
17355706967,12205699204
17183630820,11915707570
16872435091,11752378664
16654121453,11714269662
16302979584,11569789010
16286608277,11410006021
16114892714,11242227108
16120818483,11238478980
16286202587,11414976223
16300282367,11626601455
16651721088,11901764169
16677346420,11910277310
16537842638,11891259125
16517041896,11780691104
16457558097,11615295466
16376663657,11532965624
16079229284,11445067436
16016896643,11503040100
16335824730,11677602286
16372468171,11710508679
16415989158,11810675319
16440956210,11775152883
16383701362,11597348880
16310716608,11555521203
15990920723,11429127785
15932385992,11400260384
15913387781,11393575199
15885340222,11395250235
15926687776,11399635767
15938810008,11383015915
15915646449,11327173396
15850267902,11303106469
15667470269,11197635232
15634102604,11117668826
15758906088,11055840356
15755979469,11014316157
15621514025,10966597709
15635000826,10962302903
15788864626,11112487600
15808154856,11209677685
16141363327,11620828149
16248342791,11957636153
16829549226,11967571584
16934495534,11942362526
16641021516,11734716642
16601799770,11481758630
16375102536,11401936560
16295887790,11375047087
15914204610,11347697833
15827002038,11368375062
15935534405,11402697519
15949302288,11417111986
15880765160,11414929484
15879703124,11414982732
15858334675,11379892758
15869647463,11339021907
15932383850,11263955836
15922174212,11273496168
15918204079,11473516673
15942760707,11571072955
16737147813,11752446201
16821742724,11808039400
16787697647,11779897981
16788243418,11781714115
16698383966,11831289610
16680628021,11858861500
16899909750,11864436672
16932205402,11874418805
16873748184,11721655261
16869343874,11610094370
16978681967,11505399277
16930655029,11482230014
16401602424,11441823179
16297991230,11427839731
16230907701,11427862400
16191280093,11421300310
15952033914,11321701984
15923229041,11292411964
15894042947,11306589033
15706937181,11243748931
15568422877,11181387970
15226335447,11546989919
15892902176,11553204206
16534143086,11771178650
16534143086,11786892281
14908850286,10936836666
14908850286,10936838304
11176233070,8480229323
11172709486,8459193942
8516556910,6306947922
8516556910,6306889455
7960789102,5656254733
8111784046,5656253848
8262778990,2864073796
4016046190,2864075336
110,8879008
110,8927513
110,8926287
20399953,8475714
20399953,8233062
20413974,8188081
20413974,8156992
20413974,8243829
20413974,8603030
20413974,8591670
20413975,8848767
20413975,8860731
20413975,9299181
20413975,9559213
20413975,9487690
20413975,9464869
20413975,9369383
20413975,9393010
20413975,9315944
20413975,9236322
20413975,9246712
20413975,9103869
20413975,9071083
20413975,9061648
20415151,8871700
20415151,8768683
20415165,8523771
20414930,8491025
20414930,8795740
20414388,8926564
20414388,9189688
20414388,9195297
20414026,8816578
20414026,8557425
20414026,8393195
20414026,8394412
20414026,8479691
20414026,8689692
20414026,8865750
20414026,8920476
20414026,9056932
20414026,9332168
20414026,9825771
20414026,9865164
20414026,9675919
20414026,9359551
20414077,8865469
20414077,8835636
20414077,8888896
20414026,8869704
20414026,9069608
20414026,9149728
20414026,9059143
20414026,9042533
20414026,8992396
20414026,8844415
20414026,8786030
20414026,8720275
20414034,8557213
20414034,8196861
20414052,8104016
20414044,7940328
20413962,7872293
20413962,7547823
20419348,7583376
20414186,7653976
20414137,7600188
20414138,8173789
20414138,8223086
20414138,8364604
20414138,8422798
20414138,8351830
20414138,8401500
20414138,8478752
20414138,8493467
20414138,8566315
20414138,8513793
20414138,8243880
20414138,7641063
20414138,6246632
20414138,5989416
20414138,6170968
20414133,5251302
20414132,5784159
20414132,6171124
20414210,6713424
20414208,7274330
20414208,7506619
20414208,8181098
20414208,8161697
20414208,8239296
20414208,8214475
20414208,8114211
20414208,8148713
20414208,8396569
20414208,8461759
20414208,8423525
20414208,8485499
20414208,9341805
20414208,9568866
20414208,10084565
20414208,9965829
20414208,8072600
20414208,7331891
20414208,6061276
20414208,5664590
20414208,5494797
20414208,4960643
20414208,4752642
20414208,4853472
20414208,5182049
20414208,5385808
20414208,6038485
20414208,6287686
20414208,7069664
20414208,7176881
20414208,7426145
20414208,7552063
20414208,7698276
20414208,7796223
20414222,8084562
20414222,9572748
20414230,12265614
20414230,16064088
20414230,20297098
20414230,19486799
20414230,16530745
20414230,15751446
20416007,15221066
20419103,14214809
20419103,12678500
20420244,8382480
20418646,7418490
20416045,5487144
20415379,5276553
20415379,5008448
20414740,4978766
20414740,5326072
20414740,5842889
20414740,6660294
20414740,6814038
20414740,7420161
20419391,7576752
20419391,8106966
20418858,8200514
20418059,8289105
20417527,8219880
20417527,8422041
20417527,8483165
