minutes,tcp_customersservice_customers_service,tcp_customersservice_source,tcp_visitsservice_visits_service,tcp_visitsservice_source
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
,,,0,CACHE_FILLING
